# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/data/input.gtf" "-o" "/data/output/featureCounts.tsv" "-T" "1" "-s" "0" "-p" "/data/input.bam"
Geneid	Chr	Start	End	Strand	Length	/data/input.bam
ENSG00000204616	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30070674;30070674;30070827;30071249;30071249;30071650;30071708;30071879;30071879;30071879;30072945;30072945;30072945;30072945;30072945;30072973;30075830;30075830;30075830;30075830;30076523;30076803;30076803;30076803;30078225;30078225;30078225;30078225;30078995;30079425;30079425;30079425;30079425;30079857;30080166;30080166;30080166;30080841;30080841	30071566;30071022;30071022;30071566;30071566;30071944;30071944;30071944;30071944;30071944;30073217;30073019;30073019;30073019;30073434;30073019;30075945;30075976;30075945;30075945;30076825;30076825;30076825;30076825;30078455;30078455;30078455;30078455;30079520;30079483;30079520;30079520;30079520;30079963;30080252;30080665;30080665;30080867;30080883	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3535	0
ENSG00000231226	6;6;6;6	30073017;30075440;30079495;30082348	30073164;30075564;30079616;30082501	+;+;+;+	549	0
ENSG00000252228	6	30100582	30100743	-	162	0
ENSG00000204614	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30103885;30103901;30104510;30104510;30104510;30104787;30113771;30113771;30113771;30114762;30114762;30114849;30115297;30115297;30115297;30115502;30115502;30115502	30103966;30104375;30104975;30105158;30105158;30105158;30113866;30113866;30113866;30114986;30114986;30114986;30115319;30115319;30115319;30116512;30116512;30116512	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2495	0
ENSG00000204613	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30119722;30119722;30122088;30123504;30123504;30124716;30124716;30125146;30125146;30126176;30126176;30126927;30126927;30128207;30128207	30121548;30122263;30122263;30123536;30123536;30124831;30124831;30125168;30125168;30126406;30126406;30127022;30127022;30128711;30128711	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3546	0
ENSG00000204610	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30130993;30131462;30134953;30136077;30136090;30137018;30137018;30137269;30138090;30138278;30138278;30138753;30138753;30138753;30139609;30139632;30140352	30131842;30131769;30135048;30136307;30136307;30137040;30137040;30137275;30138393;30138393;30138393;30138785;30138874;30138785;30140473;30139732;30140384	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2498	0
ENSG00000234127	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30152232;30152232;30152232;30152232;30156944;30156944;30156944;30156944;30157195;30157195;30157195;30157195;30157790;30157790;30157790;30164293;30164293;30164293;30164313;30166206;30166206;30166206;30166206;30166268;30166443;30166443;30166443;30166443;30166443;30166515;30166541;30168812;30168812;30168812;30168812;30168812;30172433;30172433;30172433;30172433;30172433;30181082;30181082;30181082;30181082;30181082;30181082	30154335;30154335;30154335;30154335;30156976;30156976;30156976;30156976;30157310;30157310;30157310;30158171;30157812;30157812;30157812;30164523;30164523;30164523;30164523;30166301;30166301;30166301;30166301;30166301;30166930;30166930;30166930;30167041;30166930;30166924;30166767;30168915;30168915;30168915;30168915;30168860;30172542;30172542;30172542;30172542;30172542;30181142;30181162;30181143;30181196;30181204;30181143	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4377	62
ENSG00000233892	6;6	30154575;30156029	30155414;30156391	-;-	1203	0
ENSG00000270604	6;6;6;6;6;6;6	30201816;30201816;30202135;30202135;30209924;30222124;30293786	30202045;30202045;30202227;30202254;30210088;30222241;30293911	-;-;-;-;-;-;-	759	0
ENSG00000236475	6;6;6	30206078;30209453;30209805	30206482;30209548;30210056	+;+;+	753	0
ENSG00000243753	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30227361;30227374;30227402;30227592;30227704;30228110;30228174;30228174;30228981;30228981;30228981;30229364;30229364;30229364;30230072;30230072;30231053;30260180	30227861;30227474;30227474;30227861;30227861;30228384;30228384;30228384;30229256;30229256;30229256;30229480;30229480;30229480;30230119;30230119;30234728;30260791	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5505	9
ENSG00000231074	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30255174;30257073;30258571;30258783;30258783;30258783;30258783;30258783;30259152;30260022;30260111;30262184;30262248;30262248;30262248;30262454;30262630;30263909;30263909;30263909;30263909;30263909;30263909;30263909;30263909;30263909;30263909;30263909;30263909;30268551;30271848;30271852;30282046;30282046;30282046;30282046;30293786;30293786;30293786;30293928;30293928;30293928;30293928;30294131;30294131;30294131;30294637	30257149;30257271;30260376;30260376;30262741;30262741;30262741;30262741;30260376;30260376;30260376;30262741;30262741;30262741;30262741;30262741;30262741;30264014;30264014;30264014;30264014;30264014;30264014;30264014;30264014;30264014;30264014;30264014;30264014;30271892;30274737;30272049;30282259;30282259;30282259;30282259;30293914;30294153;30294111;30294140;30294163;30294124;30294181;30294643;30294927;30294164;30294674	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13918	15
ENSG00000204599	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30294256;30294612;30294621;30294621;30294621;30294682;30294697;30294734;30295036;30295300;30295424;30295429;30295429;30296666;30296666;30296666;30296666;30296666;30296666;30296666;30296666;30296686;30296686;30296686;30297088;30297088;30297088;30297088;30297088;30297088;30297088;30297088;30297088;30297088;30297088;30297306;30298558;30298558;30298558;30298558;30298558;30298558;30298558;30298558;30303522;30303522;30303522;30303522;30303522;30303522;30303522;30303522;30303862;30307685;30307685;30307685;30307685;30307685;30307685;30308049;30308049;30308152;30308282;30308282;30308282;30308282;30308282;30308282;30308282;30309166;30309489;30309489;30309489;30309489;30309489;30309489	30294664;30294772;30294772;30294772;30294772;30294772;30294772;30294772;30295473;30295473;30295473;30295473;30295473;30296818;30296818;30296818;30296818;30296818;30296818;30296818;30296818;30296818;30296818;30296818;30297239;30297547;30297547;30297272;30297547;30297547;30297547;30297547;30297547;30297528;30297316;30297547;30298653;30298653;30298653;30298653;30298653;30298653;30298653;30298653;30303752;30303752;30303752;30303752;30303754;30303752;30303752;30303752;30303878;30307707;30307707;30307707;30307707;30307707;30307707;30308138;30308138;30308157;30308315;30308397;30308397;30308397;30308397;30308397;30308397;30309247;30311506;30311506;30311506;30311505;30311505;30311506	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4249	9
ENSG00000248167	6;6;6;6;6;6;6;6;6;6	30297359;30298558;30303522;30307685;30308282;30309489;30313075;30313268;30314209;30314490	30297547;30298653;30303752;30307707;30308397;30309673;30313175;30313350;30314334;30314631	+;+;+;+;+;+;+;+;+;+	1292	0
ENSG00000241370	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30312908;30312911;30312919;30312928;30312930;30312932;30312936;30312936;30312946;30313075;30313075;30313075;30313075;30313075;30313075;30313075;30313244;30313268;30313268;30313268;30313268;30313268;30314209;30314209;30314209;30314209;30314209;30314209;30314209;30314209;30314490;30314490;30314490;30314490;30314490;30314490;30314490;30314490	30313005;30313005;30313005;30313005;30313005;30313005;30313005;30313175;30313005;30313175;30313175;30313350;30313175;30313175;30314334;30313175;30313350;30313350;30313350;30313350;30313350;30313706;30314334;30314341;30314334;30314334;30314334;30314334;30314270;30314334;30314634;30314634;30314634;30314661;30314634;30314634;30314634;30314634	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1606	0
ENSG00000224372	6	30319193	30319327	+	135	0
ENSG00000224486	6	30327055	30327688	-	634	0
ENSG00000236405	6	30330889	30332057	-	1169	0
ENSG00000226577	6;6;6;6;6	30382492;30383009;30383896;30384283;30386981	30382742;30383294;30384166;30384413;30387096	+;+;+;+;+	1055	0
ENSG00000229068	6;6	30434229;30434919	30434642;30435771	+;+	1267	0
ENSG00000224936	6	30436659	30438028	+	1370	0
ENSG00000236603	6;6	30453717;30453717	30454046;30454367	+;+	651	2
ENSG00000204592	6;6;6;6;6;6;6;6;6;6;6;6;6	30457244;30457287;30457289;30457503;30457503;30458017;30458017;30458914;30458914;30459314;30460181;30460318;30460526	30457372;30457372;30457772;30458142;30457772;30458292;30458292;30459060;30459189;30459430;30460213;30460360;30461982	+;+;+;+;+;+;+;+;+;+;+;+;+	2975	825
ENSG00000235781	6;6	30484043;30486490	30484388;30486994	+;+	851	0
ENSG00000204590	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30509154;30514262;30514473;30514889;30514889;30514973;30515129;30515129;30515129;30519954;30520244;30520244;30520861;30520861;30521127;30521137;30522352;30522352;30522541;30522541;30522832;30522832;30523332;30523332;30523908	30514090;30514613;30514613;30515051;30515051;30515051;30515594;30515307;30515307;30520438;30520323;30520438;30520897;30520956;30521334;30521334;30522423;30522423;30522692;30522692;30522968;30522968;30523865;30523497;30524951	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8646	41
ENSG00000204576	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30524663;30525057;30525091;30525093;30525124;30525927;30525927;30525927;30527808;30529105;30529105;30529611;30529611;30529611;30529611;30530166;30530166;30530166;30530166;30530166	30525227;30525227;30525227;30525227;30525227;30526213;30525989;30525989;30529901;30529285;30529285;30529901;30529901;30529901;30529901;30531500;30531500;30531500;30531500;30531500	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4281	15
ENSG00000204574	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30539153;30539170;30539170;30539210;30539219;30545186;30545186;30545186;30545186;30545595;30545595;30545595;30545595;30545595;30545850;30545853;30545853;30545853;30545853;30545904;30546125;30546125;30546125;30546125;30546125;30546247;30546247;30546247;30546247;30547708;30547708;30547708;30547708;30548183;30548183;30548183;30548183;30550171;30550171;30550242;30550843;30550843;30550843;30550843;30551385;30551385;30551385;30551385;30551582;30551582;30551582;30551969;30551969;30551969;30552195;30552195;30552195;30553037;30553037;30553037;30553335;30553335;30553335;30553656;30553656;30553656;30553911;30553911;30553911;30554251;30554251;30554251;30554418;30554418;30554418;30557206;30557465;30557465;30557465;30557583;30557583;30557583;30557655;30557926;30557926;30557926;30557926;30557926;30558083;30558083;30558083;30558083;30558083;30558312;30558312;30558312;30558312;30558312;30564346	30539337;30539337;30539337;30539337;30539337;30545232;30545232;30545232;30545232;30545690;30545690;30545690;30545690;30545690;30545979;30545979;30545951;30545979;30545979;30545979;30546271;30546162;30546162;30546162;30546162;30546354;30546354;30546354;30546354;30547782;30547782;30547782;30547782;30548225;30548296;30548296;30548296;30550284;30550284;30550284;30550965;30550965;30550965;30550965;30551485;30551485;30551485;30551485;30551667;30551667;30551667;30552108;30552108;30552108;30552343;30552343;30552343;30553120;30553120;30553120;30553459;30553459;30553459;30553768;30553768;30553768;30554082;30554082;30554082;30554325;30554325;30554325;30554488;30554488;30554488;30557751;30557497;30557497;30557497;30557751;30557751;30557751;30557751;30557990;30557990;30557990;30557990;30557990;30558155;30558155;30558155;30558155;30558155;30558520;30558938;30559307;30559090;30559309;30564956	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4523	96
ENSG00000216101	6	30552109	30552194	+	86	0
ENSG00000204569	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30568177;30569713;30570623;30570987;30571249;30571350;30571557;30571785;30571785;30572130;30572365;30572389;30572771;30572795;30573586;30573700;30573700;30573700;30573915;30573915;30573915;30574245;30574245;30574556;30575617;30576556;30576854;30577615;30577724;30582326;30584255;30584255;30584361;30585001;30585001;30586335	30569435;30570468;30570736;30571062;30571443;30571620;30571620;30571989;30572031;30572288;30572512;30572871;30572871;30572871;30573812;30573812;30573775;30573812;30574020;30574020;30574020;30574514;30574418;30574633;30575668;30576691;30576940;30577732;30577732;30582379;30584775;30584775;30584775;30585021;30585021;30586389	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5215	42
ENSG00000222894	6	30584006	30584082	-	77	0
ENSG00000204568	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30585486;30585620;30585624;30585629;30585637;30587270;30587270;30587270;30587270;30587270;30587458;30587486;30587486;30587486;30587698;30587698;30587698;30587698;30590609;30590609;30590609;30592660;30592660;30592660;30592660;30593279;30593279;30593279;30593279	30585720;30585720;30585720;30585720;30585720;30587378;30587766;30587378;30587378;30587378;30587583;30587583;30587583;30587583;30587766;30587901;30587766;30587766;30590675;30590675;30590675;30592719;30592719;30592719;30592719;30594172;30594058;30594172;30594172	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1888	66
ENSG00000137343	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30594619;30594633;30594633;30594652;30594653;30594663;30594663;30594670;30594692;30594697;30595237;30595237;30595237;30595237;30595237;30595237;30595237;30595237;30595237;30595237;30595413;30595413;30595413;30595413;30595413;30595413;30595413;30595413;30595413;30595413;30595628;30595628;30595628;30595628;30595628;30595628;30595628;30595628;30595628;30595628;30595809;30595809;30595809;30595809;30595809;30595809;30595809;30595809;30595809;30595809;30596106;30596106;30596106;30596106;30596106;30596106;30596106;30596106;30596106;30596106;30596177;30608154;30608154;30608154;30608154;30608154;30608154;30608154;30608154;30608154;30608154;30608154;30608312;30608312;30608312;30608312;30608312;30608312;30608312;30609599;30609953;30609953;30609953;30609953;30609953;30609953;30609953;30609953;30609953;30609953;30609953;30610545;30610545;30610545;30610545;30610545;30610545;30610545;30611306;30611306;30613672;30613672;30613672;30613672;30613672;30613672;30613672;30613844;30613844;30613844;30613844;30613844;30613844;30614052;30614246;30614246;30614246;30614246;30614246	30594769;30594769;30594769;30594769;30594769;30595051;30594769;30594769;30594769;30594769;30595297;30595297;30595297;30595297;30595297;30595297;30595297;30595297;30595297;30595297;30595504;30595504;30595504;30595504;30595504;30595504;30595504;30595504;30595504;30595504;30595688;30595688;30595688;30595688;30595688;30595688;30595688;30595688;30595688;30595688;30595922;30595922;30595922;30595922;30595922;30595922;30595922;30595922;30595922;30595922;30596207;30596207;30596207;30596207;30596207;30596207;30596207;30596207;30596207;30596207;30596207;30608199;30608199;30608199;30608199;30608199;30608199;30608199;30608199;30608199;30608199;30608199;30608380;30608475;30608380;30608380;30608380;30608380;30608380;30609647;30610024;30610024;30610024;30610024;30610024;30610024;30610024;30610024;30610024;30610024;30610024;30610788;30610788;30612456;30610788;30610788;30610788;30612456;30612456;30612456;30613886;30613751;30613751;30613751;30613751;30613751;30613751;30613886;30614600;30613886;30613886;30613886;30613886;30614179;30614600;30614600;30614600;30614579;30614600	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4035	2
ENSG00000228415	6	30601409	30601675	+	267	0
ENSG00000204564	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30614816;30614816;30614832;30614850;30614903;30614941;30614963;30615198;30615383;30617335;30617335;30617335;30617335;30617335;30617528;30617683;30617692;30618771;30618771;30618771;30618771;30618771;30618771;30618771;30618771;30618831;30618858;30619043;30619043;30619043;30619043;30619043;30619043;30619043;30619043;30619043;30619043;30619043;30619161;30620388;30620425;30620425;30620425;30620425;30620425;30620425;30620425;30620425;30620425;30620425;30620579;30620579;30620579;30620579;30620579;30620579;30620579;30620579;30620579	30615623;30615080;30615080;30615080;30615080;30615080;30615080;30615623;30615623;30617736;30617690;30617736;30617736;30617736;30617736;30617736;30617736;30618859;30618859;30618877;30618859;30618859;30618877;30618859;30618859;30618859;30618859;30619243;30619243;30619243;30619243;30619243;30619243;30619243;30619243;30619243;30619092;30619243;30619243;30620494;30620886;30620505;30620526;30620494;30620494;30620494;30620490;30620494;30620494;30620494;30620987;30620724;30620879;30620986;30620886;30620692;30620987;30620886;30620986	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2118	8
ENSG00000266183	6	30616443	30616536	+	94	0
ENSG00000204560	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30620896;30620896;30622483;30622483;30622952;30622952;30623212;30623212;30623975;30623975;30624168;30624168;30624374;30624374;30624729;30624729;30627249;30627249;30627250;30627513;30627513;30627513;30627809;30627809;30627809;30629533;30630404;30630688;30632578;30632848;30632907;30633256;30633256;30638187;30638187;30638567;30638567;30638813;30638813;30640412;30640733	30621147;30621147;30622656;30622656;30623113;30623113;30623374;30623374;30624042;30624042;30624286;30624286;30624536;30624536;30624869;30624869;30627401;30627401;30627401;30627611;30627611;30627611;30628354;30628019;30628019;30629760;30630519;30630798;30632769;30633051;30633051;30633510;30633510;30638243;30638243;30638729;30638729;30639051;30639051;30640814;30640765	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4008	34
ENSG00000146112	6;6;6;6;6;6;6;6;6;6;6;6;6;6	30644166;30644166;30644166;30644166;30646956;30646956;30646956;30646956;30652185;30652185;30652185;30654891;30654891;30654891	30645065;30645065;30645065;30645065;30647166;30647166;30647166;30647166;30655672;30653823;30652321;30654993;30654970;30654935	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4599	116
ENSG00000137404	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30655824;30655824;30655824;30655824;30655824;30655824;30655824;30655824;30655829;30657053;30657053;30657053;30657053;30657053;30657802;30657802;30657824;30657824;30657824;30657824;30657824;30658370;30658619;30658619;30658619;30658619;30658619;30658619;30658619;30659153	30656719;30656719;30656719;30656719;30656719;30656719;30656719;30656719;30656719;30657229;30657229;30657229;30657229;30657229;30658020;30658020;30658020;30658020;30658020;30658130;30658020;30658500;30658769;30658779;30659058;30658753;30658763;30658744;30658751;30659197	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2018	26
ENSG00000230449	6	30664583	30665312	-	730	0
ENSG00000137337	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	30667584;30667585;30668092;30670330;30670330;30670330;30670529;30670529;30670529;30670881;30670881;30670881;30671195;30671195;30671195;30671398;30671398;30673225;30673359;30675161;30675161;30675161;30675161;30675343;30679189;30679189;30679189;30679249;30679444;30679444;30679444;30679444;30679651;30679651;30679651;30679651;30681425;30681425;30681580;30681580;30681610;30681717;30681757;30682817;30682817;30682817;30682817;30682817;30684659;30684861;30685022;30685022;30685026	30668409;30668409;30668409;30670440;30670440;30670440;30670654;30670654;30670654;30671063;30671063;30671063;30671314;30671858;30671314;30673875;30673875;30673875;30673875;30675462;30675231;30675231;30675231;30676134;30679281;30679281;30679281;30679278;30679503;30679503;30679503;30679503;30679708;30679691;30681131;30681131;30681494;30681494;30681960;30681960;30681960;30681960;30681960;30682955;30682955;30682955;30682955;30682955;30684898;30684952;30685458;30685666;30685224	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8064	42
